"Signature","Rank","COSMIC","Similarity"
"Sig1",1,"SBS95",0.817602023297828
"Sig1",2,"SBS4",0.806155505249926
"Sig1",3,"SBS94",0.796694346630568
"Sig2",1,"SBS1",0.871403217344017
"Sig2",2,"SBS6",0.860722475536673
"Sig2",3,"SBS15",0.782603329690907
