"Signature","Rank","COSMIC","Similarity"
"Sig1",1,"SBS1",0.900337661472464
"Sig1",2,"SBS6",0.89017141524035
"Sig1",3,"SBS15",0.802271871401806
"Sig2",1,"SBS4",0.809988374505038
"Sig2",2,"SBS94",0.787898203189382
"Sig2",3,"SBS95",0.772847794394488
"Sig3",1,"SBS40a",0.700815065007814
"Sig3",2,"SBS3",0.684411907902139
"Sig3",3,"SBS24",0.656604458826474
"Sig4",1,"SBS3",0.679643761941076
"Sig4",2,"SBS9",0.626810693918466
"Sig4",3,"SBS40c",0.589862236843097
